series,n_o,n_e,d_ETL_nm,n_eff,TM,TE
n_e=1.80,1.8000,1.8000,60,1.00000,1.697982e-01,2.440381e-01
n_e=1.80,1.8000,1.8000,60,1.00050,1.697982e-01,2.440381e-01
n_e=1.80,1.8000,1.8000,60,1.00100,1.697982e-01,2.440381e-01
n_e=1.80,1.8000,1.8000,60,1.00150,1.697982e-01,2.440381e-01
n_e=1.80,1.8000,1.8000,60,1.00200,1.697982e-01,2.440381e-01
n_e=1.80,1.8000,1.8000,60,1.00250,1.698470e-01,2.441867e-01
n_e=1.80,1.8000,1.8000,60,1.00300,1.698957e-01,2.443352e-01
n_e=1.80,1.8000,1.8000,60,1.00350,1.699443e-01,2.444838e-01
n_e=1.80,1.8000,1.8000,60,1.00400,1.699928e-01,2.446323e-01
n_e=1.80,1.8000,1.8000,60,1.00450,1.700413e-01,2.447809e-01
n_e=1.80,1.8000,1.8000,60,1.00500,1.700898e-01,2.449295e-01
n_e=1.80,1.8000,1.8000,60,1.00550,1.701381e-01,2.450780e-01
n_e=1.80,1.8000,1.8000,60,1.00600,1.701864e-01,2.452265e-01
n_e=1.80,1.8000,1.8000,60,1.00650,1.702346e-01,2.453751e-01
n_e=1.80,1.8000,1.8000,60,1.00700,1.702828e-01,2.455236e-01
n_e=1.80,1.8000,1.8000,60,1.00750,1.703309e-01,2.456721e-01
n_e=1.80,1.8000,1.8000,60,1.00800,1.703789e-01,2.458206e-01
n_e=1.80,1.8000,1.8000,60,1.00850,1.704269e-01,2.459691e-01
n_e=1.80,1.8000,1.8000,60,1.00900,1.704748e-01,2.461176e-01
n_e=1.80,1.8000,1.8000,60,1.00950,1.705227e-01,2.462661e-01
n_e=1.80,1.8000,1.8000,60,1.01000,1.705705e-01,2.464146e-01
n_e=1.80,1.8000,1.8000,60,1.01050,1.706182e-01,2.465631e-01
n_e=1.80,1.8000,1.8000,60,1.01100,1.706659e-01,2.467116e-01
n_e=1.80,1.8000,1.8000,60,1.01150,1.707135e-01,2.468600e-01
n_e=1.80,1.8000,1.8000,60,1.01200,1.707611e-01,2.470085e-01
n_e=1.80,1.8000,1.8000,60,1.01250,1.708085e-01,2.471569e-01
n_e=1.80,1.8000,1.8000,60,1.01300,1.708560e-01,2.473054e-01
n_e=1.80,1.8000,1.8000,60,1.01350,1.709034e-01,2.474538e-01
n_e=1.80,1.8000,1.8000,60,1.01400,1.709507e-01,2.476022e-01
n_e=1.80,1.8000,1.8000,60,1.01450,1.709979e-01,2.477506e-01
n_e=1.80,1.8000,1.8000,60,1.01500,1.710451e-01,2.478990e-01
n_e=1.80,1.8000,1.8000,60,1.01550,1.710923e-01,2.480474e-01
n_e=1.80,1.8000,1.8000,60,1.01600,1.711394e-01,2.481958e-01
n_e=1.80,1.8000,1.8000,60,1.01650,1.711864e-01,2.483442e-01
n_e=1.80,1.8000,1.8000,60,1.01700,1.712334e-01,2.484926e-01
n_e=1.80,1.8000,1.8000,60,1.01750,1.712804e-01,2.486410e-01
n_e=1.80,1.8000,1.8000,60,1.01800,1.713272e-01,2.487893e-01
n_e=1.80,1.8000,1.8000,60,1.01850,1.713741e-01,2.489377e-01
n_e=1.80,1.8000,1.8000,60,1.01900,1.714209e-01,2.490860e-01
n_e=1.80,1.8000,1.8000,60,1.01950,1.714676e-01,2.492343e-01
n_e=1.80,1.8000,1.8000,60,1.02000,1.715143e-01,2.493827e-01
n_e=1.80,1.8000,1.8000,60,1.02050,1.715609e-01,2.495310e-01
n_e=1.80,1.8000,1.8000,60,1.02100,1.716075e-01,2.496793e-01
n_e=1.80,1.8000,1.8000,60,1.02150,1.716540e-01,2.498276e-01
n_e=1.80,1.8000,1.8000,60,1.02200,1.717005e-01,2.499758e-01
n_e=1.80,1.8000,1.8000,60,1.02250,1.717470e-01,2.501241e-01
n_e=1.80,1.8000,1.8000,60,1.02300,1.717934e-01,2.502724e-01
n_e=1.80,1.8000,1.8000,60,1.02350,1.718398e-01,2.504206e-01
n_e=1.80,1.8000,1.8000,60,1.02400,1.718862e-01,2.505689e-01
n_e=1.80,1.8000,1.8000,60,1.02450,1.719325e-01,2.507171e-01
n_e=1.80,1.8000,1.8000,60,1.02500,1.719787e-01,2.508653e-01
n_e=1.80,1.8000,1.8000,60,1.02550,1.720249e-01,2.510135e-01
n_e=1.80,1.8000,1.8000,60,1.02600,1.720711e-01,2.511617e-01
n_e=1.80,1.8000,1.8000,60,1.02650,1.721173e-01,2.513099e-01
n_e=1.80,1.8000,1.8000,60,1.02700,1.721634e-01,2.514581e-01
n_e=1.80,1.8000,1.8000,60,1.02750,1.722094e-01,2.516063e-01
n_e=1.80,1.8000,1.8000,60,1.02800,1.722553e-01,2.517544e-01
n_e=1.80,1.8000,1.8000,60,1.02850,1.723012e-01,2.519026e-01
n_e=1.80,1.8000,1.8000,60,1.02900,1.723469e-01,2.520507e-01
n_e=1.80,1.8000,1.8000,60,1.02950,1.723924e-01,2.521988e-01
n_e=1.80,1.8000,1.8000,60,1.03000,1.724377e-01,2.523469e-01
n_e=1.80,1.8000,1.8000,60,1.03050,1.724825e-01,2.524950e-01
n_e=1.80,1.8000,1.8000,60,1.03100,1.725267e-01,2.526431e-01
n_e=1.80,1.8000,1.8000,60,1.03150,1.725698e-01,2.527912e-01
n_e=1.80,1.8000,1.8000,60,1.03200,1.726112e-01,2.529393e-01
n_e=1.80,1.8000,1.8000,60,1.03250,1.726497e-01,2.530873e-01
n_e=1.80,1.8000,1.8000,60,1.03300,1.726829e-01,2.532353e-01
n_e=1.80,1.8000,1.8000,60,1.03350,1.727065e-01,2.533834e-01
n_e=1.80,1.8000,1.8000,60,1.03400,1.727105e-01,2.535314e-01
n_e=1.80,1.8000,1.8000,60,1.03450,1.726724e-01,2.536794e-01
n_e=1.80,1.8000,1.8000,60,1.03500,1.725370e-01,2.538274e-01
n_e=1.80,1.8000,1.8000,60,1.03550,1.721910e-01,2.539753e-01
n_e=1.80,1.8000,1.8000,60,1.03600,1.716602e-01,2.541233e-01
n_e=1.80,1.8000,1.8000,60,1.03650,1.716447e-01,2.542712e-01
n_e=1.80,1.8000,1.8000,60,1.03700,1.720949e-01,2.544192e-01
n_e=1.80,1.8000,1.8000,60,1.03750,1.724574e-01,2.545671e-01
n_e=1.80,1.8000,1.8000,60,1.03800,1.726882e-01,2.547150e-01
n_e=1.80,1.8000,1.8000,60,1.03850,1.728430e-01,2.548629e-01
n_e=1.80,1.8000,1.8000,60,1.03900,1.729568e-01,2.550108e-01
n_e=1.80,1.8000,1.8000,60,1.03950,1.730474e-01,2.551586e-01
n_e=1.80,1.8000,1.8000,60,1.04000,1.731241e-01,2.553065e-01
n_e=1.80,1.8000,1.8000,60,1.04050,1.731919e-01,2.554543e-01
n_e=1.80,1.8000,1.8000,60,1.04100,1.732538e-01,2.556021e-01
n_e=1.80,1.8000,1.8000,60,1.04150,1.733116e-01,2.557499e-01
n_e=1.80,1.8000,1.8000,60,1.04200,1.733664e-01,2.558977e-01
n_e=1.80,1.8000,1.8000,60,1.04250,1.734190e-01,2.560455e-01
n_e=1.80,1.8000,1.8000,60,1.04300,1.734699e-01,2.561933e-01
n_e=1.80,1.8000,1.8000,60,1.04350,1.735195e-01,2.563410e-01
n_e=1.80,1.8000,1.8000,60,1.04400,1.735680e-01,2.564887e-01
n_e=1.80,1.8000,1.8000,60,1.04450,1.736157e-01,2.566365e-01
n_e=1.80,1.8000,1.8000,60,1.04500,1.736627e-01,2.567842e-01
n_e=1.80,1.8000,1.8000,60,1.04550,1.737091e-01,2.569319e-01
n_e=1.80,1.8000,1.8000,60,1.04600,1.737550e-01,2.570795e-01
n_e=1.80,1.8000,1.8000,60,1.04650,1.738005e-01,2.572272e-01
n_e=1.80,1.8000,1.8000,60,1.04700,1.738456e-01,2.573748e-01
n_e=1.80,1.8000,1.8000,60,1.04750,1.738904e-01,2.575224e-01
n_e=1.80,1.8000,1.8000,60,1.04800,1.739348e-01,2.576700e-01
n_e=1.80,1.8000,1.8000,60,1.04850,1.739790e-01,2.578176e-01
n_e=1.80,1.8000,1.8000,60,1.04900,1.740230e-01,2.579652e-01
n_e=1.80,1.8000,1.8000,60,1.04950,1.740668e-01,2.581128e-01
n_e=1.80,1.8000,1.8000,60,1.05000,1.741103e-01,2.582603e-01
n_e=1.80,1.8000,1.8000,60,1.05050,1.741537e-01,2.584078e-01
n_e=1.80,1.8000,1.8000,60,1.05100,1.741969e-01,2.585553e-01
n_e=1.80,1.8000,1.8000,60,1.05150,1.742400e-01,2.587028e-01
n_e=1.80,1.8000,1.8000,60,1.05200,1.742829e-01,2.588503e-01
n_e=1.80,1.8000,1.8000,60,1.05250,1.743256e-01,2.589978e-01
n_e=1.80,1.8000,1.8000,60,1.05300,1.743682e-01,2.591452e-01
n_e=1.80,1.8000,1.8000,60,1.05350,1.744107e-01,2.592926e-01
n_e=1.80,1.8000,1.8000,60,1.05400,1.744531e-01,2.594400e-01
n_e=1.80,1.8000,1.8000,60,1.05450,1.744953e-01,2.595874e-01
n_e=1.80,1.8000,1.8000,60,1.05500,1.745374e-01,2.597348e-01
n_e=1.80,1.8000,1.8000,60,1.05550,1.745795e-01,2.598821e-01
n_e=1.80,1.8000,1.8000,60,1.05600,1.746214e-01,2.600295e-01
n_e=1.80,1.8000,1.8000,60,1.05650,1.746632e-01,2.601768e-01
n_e=1.80,1.8000,1.8000,60,1.05700,1.747049e-01,2.603241e-01
n_e=1.80,1.8000,1.8000,60,1.05750,1.747465e-01,2.604714e-01
n_e=1.80,1.8000,1.8000,60,1.05800,1.747880e-01,2.606186e-01
n_e=1.80,1.8000,1.8000,60,1.05850,1.748294e-01,2.607659e-01
n_e=1.80,1.8000,1.8000,60,1.05900,1.748707e-01,2.609131e-01
n_e=1.80,1.8000,1.8000,60,1.05950,1.749119e-01,2.610603e-01
n_e=1.80,1.8000,1.8000,60,1.06000,1.749531e-01,2.612075e-01
n_e=1.80,1.8000,1.8000,60,1.06050,1.749941e-01,2.613546e-01
n_e=1.80,1.8000,1.8000,60,1.06100,1.750351e-01,2.615018e-01
n_e=1.80,1.8000,1.8000,60,1.06150,1.750759e-01,2.616489e-01
n_e=1.80,1.8000,1.8000,60,1.06200,1.751167e-01,2.617960e-01
n_e=1.80,1.8000,1.8000,60,1.06250,1.751574e-01,2.619431e-01
n_e=1.80,1.8000,1.8000,60,1.06300,1.751980e-01,2.620902e-01
n_e=1.80,1.8000,1.8000,60,1.06350,1.752385e-01,2.622372e-01
n_e=1.80,1.8000,1.8000,60,1.06400,1.752790e-01,2.623842e-01
n_e=1.80,1.8000,1.8000,60,1.06450,1.753193e-01,2.625312e-01
n_e=1.80,1.8000,1.8000,60,1.06500,1.753596e-01,2.626782e-01
n_e=1.80,1.8000,1.8000,60,1.06550,1.753998e-01,2.628252e-01
n_e=1.80,1.8000,1.8000,60,1.06600,1.754399e-01,2.629721e-01
n_e=1.80,1.8000,1.8000,60,1.06650,1.754800e-01,2.631191e-01
n_e=1.80,1.8000,1.8000,60,1.06700,1.755199e-01,2.632660e-01
n_e=1.80,1.8000,1.8000,60,1.06750,1.755598e-01,2.634128e-01
n_e=1.80,1.8000,1.8000,60,1.06800,1.755996e-01,2.635597e-01
n_e=1.80,1.8000,1.8000,60,1.06850,1.756393e-01,2.637065e-01
n_e=1.80,1.8000,1.8000,60,1.06900,1.756790e-01,2.638534e-01
n_e=1.80,1.8000,1.8000,60,1.06950,1.757186e-01,2.640002e-01
n_e=1.80,1.8000,1.8000,60,1.07000,1.757580e-01,2.641469e-01
n_e=1.80,1.8000,1.8000,60,1.07050,1.757975e-01,2.642937e-01
n_e=1.80,1.8000,1.8000,60,1.07100,1.758368e-01,2.644404e-01
n_e=1.80,1.8000,1.8000,60,1.07150,1.758760e-01,2.645871e-01
n_e=1.80,1.8000,1.8000,60,1.07200,1.759152e-01,2.647338e-01
n_e=1.80,1.8000,1.8000,60,1.07250,1.759543e-01,2.648805e-01
n_e=1.80,1.8000,1.8000,60,1.07300,1.759934e-01,2.650271e-01
n_e=1.80,1.8000,1.8000,60,1.07350,1.760323e-01,2.651738e-01
n_e=1.80,1.8000,1.8000,60,1.07400,1.760712e-01,2.653204e-01
n_e=1.80,1.8000,1.8000,60,1.07450,1.761100e-01,2.654669e-01
n_e=1.80,1.8000,1.8000,60,1.07500,1.761487e-01,2.656135e-01
n_e=1.80,1.8000,1.8000,60,1.07550,1.761874e-01,2.657600e-01
n_e=1.80,1.8000,1.8000,60,1.07600,1.762259e-01,2.659065e-01
n_e=1.80,1.8000,1.8000,60,1.07650,1.762644e-01,2.660530e-01
n_e=1.80,1.8000,1.8000,60,1.07700,1.763028e-01,2.661995e-01
n_e=1.80,1.8000,1.8000,60,1.07750,1.763412e-01,2.663459e-01
n_e=1.80,1.8000,1.8000,60,1.07800,1.763795e-01,2.664923e-01
n_e=1.80,1.8000,1.8000,60,1.07850,1.764177e-01,2.666387e-01
n_e=1.80,1.8000,1.8000,60,1.07900,1.764558e-01,2.667851e-01
n_e=1.80,1.8000,1.8000,60,1.07950,1.764938e-01,2.669315e-01
n_e=1.80,1.8000,1.8000,60,1.08000,1.765318e-01,2.670778e-01
n_e=1.80,1.8000,1.8000,60,1.08050,1.765697e-01,2.672241e-01
n_e=1.80,1.8000,1.8000,60,1.08100,1.766075e-01,2.673703e-01
n_e=1.80,1.8000,1.8000,60,1.08150,1.766453e-01,2.675166e-01
n_e=1.80,1.8000,1.8000,60,1.08200,1.766830e-01,2.676628e-01
n_e=1.80,1.8000,1.8000,60,1.08250,1.767206e-01,2.678090e-01
n_e=1.80,1.8000,1.8000,60,1.08300,1.767581e-01,2.679552e-01
n_e=1.80,1.8000,1.8000,60,1.08350,1.767955e-01,2.681013e-01
n_e=1.80,1.8000,1.8000,60,1.08400,1.768329e-01,2.682475e-01
n_e=1.80,1.8000,1.8000,60,1.08450,1.768702e-01,2.683936e-01
n_e=1.80,1.8000,1.8000,60,1.08500,1.769074e-01,2.685396e-01
n_e=1.80,1.8000,1.8000,60,1.08550,1.769446e-01,2.686857e-01
n_e=1.80,1.8000,1.8000,60,1.08600,1.769817e-01,2.688317e-01
n_e=1.80,1.8000,1.8000,60,1.08650,1.770187e-01,2.689777e-01
n_e=1.80,1.8000,1.8000,60,1.08700,1.770556e-01,2.691237e-01
n_e=1.80,1.8000,1.8000,60,1.08750,1.770925e-01,2.692696e-01
n_e=1.80,1.8000,1.8000,60,1.08800,1.771292e-01,2.694155e-01
n_e=1.80,1.8000,1.8000,60,1.08850,1.771660e-01,2.695614e-01
n_e=1.80,1.8000,1.8000,60,1.08900,1.772026e-01,2.697073e-01
n_e=1.80,1.8000,1.8000,60,1.08950,1.772391e-01,2.698531e-01
n_e=1.80,1.8000,1.8000,60,1.09000,1.772756e-01,2.699990e-01
n_e=1.80,1.8000,1.8000,60,1.09050,1.773120e-01,2.701447e-01
n_e=1.80,1.8000,1.8000,60,1.09100,1.773484e-01,2.702905e-01
n_e=1.80,1.8000,1.8000,60,1.09150,1.773847e-01,2.704362e-01
n_e=1.80,1.8000,1.8000,60,1.09200,1.774208e-01,2.705819e-01
n_e=1.80,1.8000,1.8000,60,1.09250,1.774570e-01,2.707276e-01
n_e=1.80,1.8000,1.8000,60,1.09300,1.774930e-01,2.708733e-01
n_e=1.80,1.8000,1.8000,60,1.09350,1.775290e-01,2.710189e-01
n_e=1.80,1.8000,1.8000,60,1.09400,1.775649e-01,2.711645e-01
n_e=1.80,1.8000,1.8000,60,1.09450,1.776007e-01,2.713101e-01
n_e=1.80,1.8000,1.8000,60,1.09500,1.776364e-01,2.714556e-01
n_e=1.80,1.8000,1.8000,60,1.09550,1.776721e-01,2.716011e-01
n_e=1.80,1.8000,1.8000,60,1.09600,1.777077e-01,2.717466e-01
n_e=1.80,1.8000,1.8000,60,1.09650,1.777432e-01,2.718921e-01
n_e=1.80,1.8000,1.8000,60,1.09700,1.777787e-01,2.720375e-01
n_e=1.80,1.8000,1.8000,60,1.09750,1.778140e-01,2.721829e-01
n_e=1.80,1.8000,1.8000,60,1.09800,1.778493e-01,2.723283e-01
n_e=1.80,1.8000,1.8000,60,1.09850,1.778846e-01,2.724736e-01
n_e=1.80,1.8000,1.8000,60,1.09900,1.779197e-01,2.726189e-01
n_e=1.80,1.8000,1.8000,60,1.09950,1.779548e-01,2.727642e-01
n_e=1.80,1.8000,1.8000,60,1.10000,1.779898e-01,2.729095e-01
n_e=1.80,1.8000,1.8000,60,1.10050,1.780247e-01,2.730547e-01
n_e=1.80,1.8000,1.8000,60,1.10100,1.780596e-01,2.731999e-01
n_e=1.80,1.8000,1.8000,60,1.10150,1.780944e-01,2.733451e-01
n_e=1.80,1.8000,1.8000,60,1.10200,1.781291e-01,2.734902e-01
n_e=1.80,1.8000,1.8000,60,1.10250,1.781637e-01,2.736353e-01
n_e=1.80,1.8000,1.8000,60,1.10300,1.781983e-01,2.737804e-01
n_e=1.80,1.8000,1.8000,60,1.10350,1.782327e-01,2.739255e-01
n_e=1.80,1.8000,1.8000,60,1.10400,1.782672e-01,2.740705e-01
n_e=1.80,1.8000,1.8000,60,1.10450,1.783015e-01,2.742155e-01
n_e=1.80,1.8000,1.8000,60,1.10500,1.783358e-01,2.743604e-01
n_e=1.80,1.8000,1.8000,60,1.10550,1.783699e-01,2.745054e-01
n_e=1.80,1.8000,1.8000,60,1.10600,1.784041e-01,2.746503e-01
n_e=1.80,1.8000,1.8000,60,1.10650,1.784381e-01,2.747951e-01
n_e=1.80,1.8000,1.8000,60,1.10700,1.784721e-01,2.749400e-01
n_e=1.80,1.8000,1.8000,60,1.10750,1.785059e-01,2.750848e-01
n_e=1.80,1.8000,1.8000,60,1.10800,1.785398e-01,2.752296e-01
n_e=1.80,1.8000,1.8000,60,1.10850,1.785735e-01,2.753743e-01
n_e=1.80,1.8000,1.8000,60,1.10900,1.786072e-01,2.755190e-01
n_e=1.80,1.8000,1.8000,60,1.10950,1.786408e-01,2.756637e-01
n_e=1.80,1.8000,1.8000,60,1.11000,1.786743e-01,2.758084e-01
n_e=1.80,1.8000,1.8000,60,1.11050,1.787077e-01,2.759530e-01
n_e=1.80,1.8000,1.8000,60,1.11100,1.787411e-01,2.760976e-01
n_e=1.80,1.8000,1.8000,60,1.11150,1.787744e-01,2.762421e-01
n_e=1.80,1.8000,1.8000,60,1.11200,1.788076e-01,2.763866e-01
n_e=1.80,1.8000,1.8000,60,1.11250,1.788407e-01,2.765311e-01
n_e=1.80,1.8000,1.8000,60,1.11300,1.788738e-01,2.766756e-01
n_e=1.80,1.8000,1.8000,60,1.11350,1.789068e-01,2.768200e-01
n_e=1.80,1.8000,1.8000,60,1.11400,1.789397e-01,2.769644e-01
n_e=1.80,1.8000,1.8000,60,1.11450,1.789725e-01,2.771088e-01
n_e=1.80,1.8000,1.8000,60,1.11500,1.790053e-01,2.772531e-01
n_e=1.80,1.8000,1.8000,60,1.11550,1.790380e-01,2.773974e-01
n_e=1.80,1.8000,1.8000,60,1.11600,1.790706e-01,2.775417e-01
n_e=1.80,1.8000,1.8000,60,1.11650,1.791032e-01,2.776859e-01
n_e=1.80,1.8000,1.8000,60,1.11700,1.791356e-01,2.778301e-01
n_e=1.80,1.8000,1.8000,60,1.11750,1.791680e-01,2.779743e-01
n_e=1.80,1.8000,1.8000,60,1.11800,1.792004e-01,2.781184e-01
n_e=1.80,1.8000,1.8000,60,1.11850,1.792326e-01,2.782625e-01
n_e=1.80,1.8000,1.8000,60,1.11900,1.792648e-01,2.784066e-01
n_e=1.80,1.8000,1.8000,60,1.11950,1.792969e-01,2.785506e-01
n_e=1.80,1.8000,1.8000,60,1.12000,1.793289e-01,2.786946e-01
n_e=1.80,1.8000,1.8000,60,1.12050,1.793608e-01,2.788386e-01
n_e=1.80,1.8000,1.8000,60,1.12100,1.793927e-01,2.789825e-01
n_e=1.80,1.8000,1.8000,60,1.12150,1.794245e-01,2.791264e-01
n_e=1.80,1.8000,1.8000,60,1.12200,1.794562e-01,2.792702e-01
n_e=1.80,1.8000,1.8000,60,1.12250,1.794879e-01,2.794141e-01
n_e=1.80,1.8000,1.8000,60,1.12300,1.795194e-01,2.795578e-01
n_e=1.80,1.8000,1.8000,60,1.12350,1.795509e-01,2.797016e-01
n_e=1.80,1.8000,1.8000,60,1.12400,1.795823e-01,2.798453e-01
n_e=1.80,1.8000,1.8000,60,1.12450,1.796137e-01,2.799890e-01
n_e=1.80,1.8000,1.8000,60,1.12500,1.796449e-01,2.801327e-01
n_e=1.80,1.8000,1.8000,60,1.12550,1.796761e-01,2.802763e-01
n_e=1.80,1.8000,1.8000,60,1.12600,1.797072e-01,2.804198e-01
n_e=1.80,1.8000,1.8000,60,1.12650,1.797383e-01,2.805634e-01
n_e=1.80,1.8000,1.8000,60,1.12700,1.797692e-01,2.807069e-01
n_e=1.80,1.8000,1.8000,60,1.12750,1.798001e-01,2.808504e-01
n_e=1.80,1.8000,1.8000,60,1.12800,1.798310e-01,2.809938e-01
n_e=1.80,1.8000,1.8000,60,1.12850,1.798617e-01,2.811372e-01
n_e=1.80,1.8000,1.8000,60,1.12900,1.798924e-01,2.812806e-01
n_e=1.80,1.8000,1.8000,60,1.12950,1.799229e-01,2.814239e-01
n_e=1.80,1.8000,1.8000,60,1.13000,1.799534e-01,2.815672e-01
n_e=1.80,1.8000,1.8000,60,1.13050,1.799839e-01,2.817104e-01
n_e=1.80,1.8000,1.8000,60,1.13100,1.800142e-01,2.818537e-01
n_e=1.80,1.8000,1.8000,60,1.13150,1.800445e-01,2.819968e-01
n_e=1.80,1.8000,1.8000,60,1.13200,1.800747e-01,2.821400e-01
n_e=1.80,1.8000,1.8000,60,1.13250,1.801049e-01,2.822831e-01
n_e=1.80,1.8000,1.8000,60,1.13300,1.801349e-01,2.824262e-01
n_e=1.80,1.8000,1.8000,60,1.13350,1.801649e-01,2.825692e-01
n_e=1.80,1.8000,1.8000,60,1.13400,1.801948e-01,2.827122e-01
n_e=1.80,1.8000,1.8000,60,1.13450,1.802246e-01,2.828551e-01
n_e=1.80,1.8000,1.8000,60,1.13500,1.802544e-01,2.829981e-01
n_e=1.80,1.8000,1.8000,60,1.13550,1.802841e-01,2.831409e-01
n_e=1.80,1.8000,1.8000,60,1.13600,1.803137e-01,2.832838e-01
n_e=1.80,1.8000,1.8000,60,1.13650,1.803432e-01,2.834266e-01
n_e=1.80,1.8000,1.8000,60,1.13700,1.803726e-01,2.835694e-01
n_e=1.80,1.8000,1.8000,60,1.13750,1.804020e-01,2.837121e-01
n_e=1.80,1.8000,1.8000,60,1.13800,1.804313e-01,2.838548e-01
n_e=1.80,1.8000,1.8000,60,1.13850,1.804605e-01,2.839974e-01
n_e=1.80,1.8000,1.8000,60,1.13900,1.804897e-01,2.841400e-01
n_e=1.80,1.8000,1.8000,60,1.13950,1.805188e-01,2.842826e-01
n_e=1.80,1.8000,1.8000,60,1.14000,1.805477e-01,2.844252e-01
n_e=1.80,1.8000,1.8000,60,1.14050,1.805767e-01,2.845677e-01
n_e=1.80,1.8000,1.8000,60,1.14100,1.806055e-01,2.847101e-01
n_e=1.80,1.8000,1.8000,60,1.14150,1.806343e-01,2.848525e-01
n_e=1.80,1.8000,1.8000,60,1.14200,1.806629e-01,2.849949e-01
n_e=1.80,1.8000,1.8000,60,1.14250,1.806916e-01,2.851373e-01
n_e=1.80,1.8000,1.8000,60,1.14300,1.807201e-01,2.852796e-01
n_e=1.80,1.8000,1.8000,60,1.14350,1.807486e-01,2.854218e-01
n_e=1.80,1.8000,1.8000,60,1.14400,1.807769e-01,2.855640e-01
n_e=1.80,1.8000,1.8000,60,1.14450,1.808052e-01,2.857062e-01
n_e=1.80,1.8000,1.8000,60,1.14500,1.808335e-01,2.858484e-01
n_e=1.80,1.8000,1.8000,60,1.14550,1.808616e-01,2.859905e-01
n_e=1.80,1.8000,1.8000,60,1.14600,1.808897e-01,2.861325e-01
n_e=1.80,1.8000,1.8000,60,1.14650,1.809177e-01,2.862745e-01
n_e=1.80,1.8000,1.8000,60,1.14700,1.809456e-01,2.864165e-01
n_e=1.80,1.8000,1.8000,60,1.14750,1.809735e-01,2.865585e-01
n_e=1.80,1.8000,1.8000,60,1.14800,1.810012e-01,2.867004e-01
n_e=1.80,1.8000,1.8000,60,1.14850,1.810289e-01,2.868422e-01
n_e=1.80,1.8000,1.8000,60,1.14900,1.810565e-01,2.869840e-01
n_e=1.80,1.8000,1.8000,60,1.14950,1.810841e-01,2.871258e-01
n_e=1.80,1.8000,1.8000,60,1.15000,1.811115e-01,2.872675e-01
n_e=1.80,1.8000,1.8000,60,1.15050,1.811389e-01,2.874092e-01
n_e=1.80,1.8000,1.8000,60,1.15100,1.811662e-01,2.875509e-01
n_e=1.80,1.8000,1.8000,60,1.15150,1.811935e-01,2.876925e-01
n_e=1.80,1.8000,1.8000,60,1.15200,1.812206e-01,2.878340e-01
n_e=1.80,1.8000,1.8000,60,1.15250,1.812477e-01,2.879756e-01
n_e=1.80,1.8000,1.8000,60,1.15300,1.812747e-01,2.881171e-01
n_e=1.80,1.8000,1.8000,60,1.15350,1.813016e-01,2.882585e-01
n_e=1.80,1.8000,1.8000,60,1.15400,1.813285e-01,2.883999e-01
n_e=1.80,1.8000,1.8000,60,1.15450,1.813552e-01,2.885413e-01
n_e=1.80,1.8000,1.8000,60,1.15500,1.813819e-01,2.886826e-01
n_e=1.80,1.8000,1.8000,60,1.15550,1.814085e-01,2.888238e-01
n_e=1.80,1.8000,1.8000,60,1.15600,1.814351e-01,2.889651e-01
n_e=1.80,1.8000,1.8000,60,1.15650,1.814615e-01,2.891063e-01
n_e=1.80,1.8000,1.8000,60,1.15700,1.814879e-01,2.892474e-01
n_e=1.80,1.8000,1.8000,60,1.15750,1.815142e-01,2.893885e-01
n_e=1.80,1.8000,1.8000,60,1.15800,1.815404e-01,2.895295e-01
n_e=1.80,1.8000,1.8000,60,1.15850,1.815666e-01,2.896706e-01
n_e=1.80,1.8000,1.8000,60,1.15900,1.815927e-01,2.898115e-01
n_e=1.80,1.8000,1.8000,60,1.15950,1.816187e-01,2.899525e-01
n_e=1.80,1.8000,1.8000,60,1.16000,1.816446e-01,2.900933e-01
n_e=1.80,1.8000,1.8000,60,1.16050,1.816704e-01,2.902342e-01
n_e=1.80,1.8000,1.8000,60,1.16100,1.816962e-01,2.903750e-01
n_e=1.80,1.8000,1.8000,60,1.16150,1.817219e-01,2.905157e-01
n_e=1.80,1.8000,1.8000,60,1.16200,1.817475e-01,2.906564e-01
n_e=1.80,1.8000,1.8000,60,1.16250,1.817730e-01,2.907971e-01
n_e=1.80,1.8000,1.8000,60,1.16300,1.817985e-01,2.909377e-01
n_e=1.80,1.8000,1.8000,60,1.16350,1.818238e-01,2.910783e-01
n_e=1.80,1.8000,1.8000,60,1.16400,1.818491e-01,2.912188e-01
n_e=1.80,1.8000,1.8000,60,1.16450,1.818744e-01,2.913593e-01
n_e=1.80,1.8000,1.8000,60,1.16500,1.818995e-01,2.914997e-01
n_e=1.80,1.8000,1.8000,60,1.16550,1.819246e-01,2.916401e-01
n_e=1.80,1.8000,1.8000,60,1.16600,1.819496e-01,2.917805e-01
n_e=1.80,1.8000,1.8000,60,1.16650,1.819745e-01,2.919208e-01
n_e=1.80,1.8000,1.8000,60,1.16700,1.819993e-01,2.920610e-01
n_e=1.80,1.8000,1.8000,60,1.16750,1.820241e-01,2.922013e-01
n_e=1.80,1.8000,1.8000,60,1.16800,1.820487e-01,2.923414e-01
n_e=1.80,1.8000,1.8000,60,1.16850,1.820733e-01,2.924815e-01
n_e=1.80,1.8000,1.8000,60,1.16900,1.820979e-01,2.926216e-01
n_e=1.80,1.8000,1.8000,60,1.16950,1.821223e-01,2.927616e-01
